audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,44,35,634.191,642.161
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,A NE Pacific,86,75,1423.152,1439.506
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,48,25,1473.464,1490.511
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,48,38,1539.077,1547.185
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,48,37,1661.766,1681.966
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,49,38,1909.874,1923.317
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,47,29,2236.353,2245.015
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,46,30,2368.003,2373.096
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,47,36,2506.374,2520.857
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,47,37,2815.993,2826.977
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB04_151030-000000.wav,B NE Pacific,48,27,2946.721,2960.788
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-140816.wav,B NE Pacific,48,38,1179.874,1191.481
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-140816.wav,B NE Pacific,46,38,2800.082,2813.283
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-140816.wav,B NE Pacific,47,36,2937.933,2952.867
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-150000.wav,B NE Pacific,44,36,2289.146,2299.437
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-150000.wav,B NE Pacific,45,36,2289.285,2298.813
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,21,12,43.152,44.33
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,27,17,256.513,258.072
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,28,17,847.427,848.536
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,27,17,926.755,928.211
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,28,17,965.508,967.206
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,15,1004.503,1006.409
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,18,1042.299,1043.928
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,18,1083.568,1085.231
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,17,1122.819,1124.621
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,27,14,1205.785,1207.587
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,18,1245.833,1247.358
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,16,1288.661,1290.186
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB06_151030-170000.wav,20Hz,26,17,1327.968,1329.527
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-190000.wav,B NE Pacific,47,28,2890.948,2901.689
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-190000.wav,B NE Pacific,46,38,3031.19,3041.412
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,86,73,2302.113,2321.1
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,57,26,2493.464,2501.052
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,87,75,2507.379,2522.867
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,48,37,2618.696,2632.347
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,48,30,2884.434,2901.966
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,88,72,2973.88,2992.659
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,D,65,51,2823.498,2824.919
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,48,37,3023.602,3041.065
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,87,74,3108.211,3125.258
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,46,46,3155.855,3155.889
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,20Hz,28,17,3172.52,3174.045
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,20Hz,27,15,3211.814,3213.096
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,20Hz,26,15,3250.567,3252.23
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,B NE Pacific,47,38,3293.2,3303.802
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,20Hz,30,14,3372.75,3374.551
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,88,72,3413.152,3432.624
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,20Hz,27,17,3456.166,3457.033
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-200000.wav,A NE Pacific,87,73,3546.34,3565.847
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,A NE Pacific,88,73,80.012,97.094
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,A NE Pacific,88,72,213.221,230.961
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,41,33,215.82,221.987
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,A NE Pacific,86,71,343.316,365.664
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,48,40,397.958,418.644
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,20Hz,27,16,419.822,421.138
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,A NE Pacific,85,74,478.686,497.535
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,47,38,529.829,546.01
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,A NE Pacific,84,71,658.444,671.437
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,48,38,710.176,727.327
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,47,40,843.502,859.891
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,20Hz,26,16,929.795,931.25
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,46,35,1033.42,1043.364
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,20Hz,27,16,1275.2,1276.482
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,20Hz,26,16,1276.239,1277.452
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,20Hz,26,18,1291.008,1292.22
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB08_151030-210000.wav,B NE Pacific,47,38,1318.409,1335.421
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,18,625.785,626.859
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,17,626.929,628.28
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,15,665.002,666.076
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,18,666.076,667.15
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,17,703.858,704.863
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,17,704.967,706.007
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,18,816.686,817.691
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,18,969.527,970.636
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,17,1044.607,1045.612
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,18,1121.953,1123.027
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,25,18,1162.216,1163.048
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,18,1313.949,1315.162
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,17,1351.974,1353.083
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,15,1389.423,1390.671
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,18,1658.973,1660.047
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,18,1815.577,1816.721
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,18,1816.859,1817.76
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,A NE Pacific,85,73,1867.414,1883.629
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,B NE Pacific,48,38,1915.681,1923.616
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,17,2106.526,2107.67
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,17,2146.686,2147.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,25,18,2147.933,2148.765
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,B NE Pacific,48,38,2146.617,2154.447
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,19,2222.611,2223.339
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,15,2223.789,2225.071
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,14,2259.978,2261.052
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,18,2261.052,2262.022
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,17,2298.315,2299.423
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,18,2299.458,2300.601
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,16,2336.894,2338.072
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,17,2413.741,2414.85
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,16,2491.918,2492.957
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,27,18,2492.992,2494.101
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,B NE Pacific,47,38,2489.77,2497.323
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,18,2530.705,2531.641
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,26,17,2566.513,2567.344
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,28,17,2567.587,2568.626
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,B NE Pacific,47,38,2622.113,2631.433
