audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815211000.wav,20Hz,36,19,66.622,68.168
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815211000.wav,D,87,31,252.483,256.96
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,A NE Pacific,95,75,89.064,107.95
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,40Hz,112,68,83.854,85.97
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,B NE Pacific,53,12,90.015,109.959
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,B NE Pacific,52,11,225.375,246.133
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,A NE Pacific,91,75,273.597,290.936
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,40Hz,111,57,297.611,300.379
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815213000.wav,A NE Pacific,111,57,297.611,300.379
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815220000.wav,20Hz,33,17,28.82,30.448
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815220000.wav,D,104,38,76.716,80.135
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB02_0815220000.wav,20Hz,35,17,462.633,464.831
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB03_0816031000.wav,20Hz,37,18,517.774,520.216
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB03_0816031000.wav,20Hz,37,19,568.738,571.018
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB04_0816163000.wav,D,67,40,194.655,197.423
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB04_0816163000.wav,D,59,38,226.485,229.089
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,70,34,250.178,254.655
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,61,32,274.844,280.054
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,70,23,296.716,302.658
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,66,27,327.517,333.053
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,57,31,365.182,369.496
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0808SB21_0825004146.wav,D,54,26,404.831,409.064
