audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-161116.wav,20Hz,29,16,212.0,213.0
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150201-172623.wav,20Hz,25,13,268.723,270.314
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150201-172623.wav,20Hz,34,16,287.333,288.754
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,20Hz,29,17,305.296,305.853
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,20Hz,29,15,305.574,306.548
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,29,15,176.514,178.079
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,17,218.093,219.659
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,37,15,115.727,117.453
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,43,18,125.743,127.232
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,41,20,132.498,134.02
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150204-211054.wav,40Hz,54,38,52.885,54.137
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150204-211054.wav,40Hz,60,38,123.005,124.697
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,40Hz,57,41,998.893,999.52
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,40Hz,60,35,1035.622,1036.632
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,30,18,30.674,32.135
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-161116.wav,20Hz,32,17,249.231,250.415
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-205155.wav,20Hz,33,20,318.96,319.941
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,20Hz,28,17,346.632,347.606
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-010621.wav,20Hz,29,17,347.954,349.032
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,17,218.093,219.659
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,37,15,115.727,117.453
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,43,18,125.743,127.232
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-151135.wav,20Hz,41,20,132.498,134.02
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150204-205241.wav,40Hz,59,35,918.52,920.077
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-020106.wav,20Hz,25,19,140.898,141.594
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-180039.wav,20Hz,32,19,115.066,116.048
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,31,23,367.641,368.163
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,25,19,397.293,398.058
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,25,18,399.415,400.32
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,27,17,400.459,401.781
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,35,19,406.166,407.244
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,38,25,455.657,456.979
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,36,23,457.327,458.371
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-020106.wav,20Hz,35,21,149.4,150.618
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-205936.wav,20Hz,30,16,708.926,710.212
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-205936.wav,20Hz,29,17,725.811,726.995
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,23,14,120.225,121.273
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,30,17,138.989,140.262
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-180039.wav,20Hz,30,17,154.593,155.405
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-002953.wav,20Hz,31,19,921.747,923.173
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-002953.wav,20Hz,30,18,921.816,922.79
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-004806.wav,20Hz,34,26,393.639,394.544
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-004806.wav,20Hz,30,23,394.544,395.031
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,35,19,406.166,407.244
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,20,407.94,408.915
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,28,20,410.689,411.455
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,34,18,421.921,423.034
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,29,17,349.062,350.314
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,27,17,351.633,352.648
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,30,16,366.386,367.807
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,29,17,368.926,370.381
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150116-201916.wav,40Hz,76,58,3960.106,3961.254
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150116-201916.wav,40Hz,69,52,4092.444,4093.776
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,29,17,180.412,181.798
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,29,19,186.704,187.678
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,29,17,222.247,223.558
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-211008.wav,20Hz,39,23,897.065,898.487
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,40,24,455.727,456.597
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,38,25,455.657,456.979
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,36,23,457.327,458.371
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,30,16,366.386,367.807
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-211749.wav,20Hz,29,17,368.926,370.381
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-221230.wav,20Hz,29,16,251.212,252.565
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150203-221230.wav,20Hz,29,16,270.532,271.852
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150121-010640.wav,20Hz,29,18,2103.554,2104.751
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-180039.wav,20Hz,33,17,305.795,307.115
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-224846.wav,20Hz,29,17,777.573,778.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-012437.wav,20Hz,27,15,595.157,596.096
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,38,20,583.486,584.495
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,37,21,584.913,586.061
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,39,21,593.438,594.899
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,36,23,595.143,596.013
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,29,18,609.624,610.529
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,31,18,619.645,620.654
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,34,18,629.137,630.285
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,32,23,630.772,631.781
