audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_134340.wav,B NE Pacific,60,30,46.639,59.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_134340.wav,B NE Pacific,60,30,239.793,253.667
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_134340.wav,B NE Pacific,66,32,777.777,789.756
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_140000.wav,B NE Pacific,61,31,148.426,162.666
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_140000.wav,B NE Pacific,59,32,757.349,771.039
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_140000.wav,B NE Pacific,61,31,917.165,929.694
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB02_170802_140000.wav,B NE Pacific,65,32,1181.077,1194.095
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,58,31,92.459,104.927
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,58,32,595.393,607.494
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,58,32,1397.227,1409.633
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,57,31,1609.77,1620.955
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,58,31,1664.255,1675.195
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_222031.wav,B NE Pacific,57,30,1718.571,1731.895
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,30,1837.532,1849.205
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,1891.726,1903.338
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,1946.837,1958.449
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,2078.449,2090.061
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,2188.548,2200.955
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,2330.122,2342.529
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,2388.228,2404.851
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,2619.243,2632.506
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,2679.793,2691.222
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,2735.943,2747.494
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,2792.872,2804.362
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,2849.709,2861.444
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,56,32,2905.6,2919.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,2960.71,2971.528
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,32,3100.771,3111.222
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,57,31,3157.043,3168.472
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,32,3212.139,3224.118
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1708SR_CO_SB04_170802_230000.wav,B NE Pacific,58,31,3268.915,3279.916
