audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,85,76,465.454,482.445
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,59,30,819.709,833.705
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,57,15,958.411,973.018
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,60,31,1102.788,1119.534
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,86,76,1185.882,1198.166
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,59,30,1233.536,1250.649
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,84,73,1343.399,1356.845
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,48,15,2274.744,2291.49
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,49,17,922.788,937.823
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,D,70,32,1016.516,1018.778
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,30,1045.844,1060.879
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,14,1304.354,1321.589
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,11,1598.12,1615.722
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,16,1725.882,1741.345
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,11,1853.216,1871.612
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,16,1974.438,1988.373
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,31,2098.961,2117.357
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,17,2223.361,2233.262
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,16,2509.549,2527.09
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,15,3010.259,3027.8
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,16,3138.266,3156.417
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,59,10,3273.117,3290.474
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,15,3391.642,3409.305
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,73,48.266,63.423
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,96.784,115.363
